"","Age","WorkType","EducationNum","MaritalStatus","Occupation","Relationship","Race","Sex","HoursPerWeek","NativeCountry"
"3219",47," Self-Employed",15," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"3220",55," Private",13," Not-Married"," Professional"," Other-relative"," White"," Female",38,"High-Income"
"3221",36," Private",9," Married"," Skilled-Manual"," Husband"," Black"," Male",40,"High-Income"
"3222",40," Private",9," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"3223",42," Private",13," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3224",76," Private",5," Married"," Other-Occupations"," Husband"," White"," Male",13,"High-Income"
"3225",23," State-gov",11," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"3226",38," Self-Employed",3," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3227",33," State-gov",14," Not-Married"," Professional"," Not-in-family"," Asian-Pac-Islander"," Male",30,"High-Income"
"3228",48," Local-gov",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3229",56," Private",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3230",32," Private",9," Married"," Manual"," Husband"," Black"," Male",40,"High-Income"
"3231",44," Local-gov",10," Not-Married"," Professional"," Unmarried"," White"," Female",25,"High-Income"
"3232",27," Private",9," Not-Married"," Admin"," Own-child"," Black"," Female",40,"High-Income"
"3233",33," Federal-gov",10," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"3234",44," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3235",42," Private",9," Married"," Skilled-Manual"," Husband"," Amer-Indian-Eskimo"," Male",60,"High-Income"
"3236",34," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"3237",45," Federal-gov",9," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"3238",57," Self-Employed",9," Married"," Sales"," Husband"," White"," Male",40,"Upper-Middle-Income"
"3239",59," Local-gov",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3240",33," Federal-gov",10," Married"," Professional"," Wife"," Black"," Female",40,"High-Income"
"3241",52," Private",9," Married"," Skilled-Manual"," Husband"," Other"," Male",49,"Upper-Middle-Income"
"3242",17," Private",8," Not-Married"," Sales"," Own-child"," White"," Female",15,"High-Income"
"3243",29," Private",9," Not-Married"," Service"," Own-child"," White"," Male",30,"High-Income"
"3244",42," Self-Employed",15," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3245",50," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"3246",55," Private",9," Married"," Service"," Wife"," White"," Female",30,"High-Income"
"3247",27," Private",12," Married"," Admin"," Wife"," Black"," Female",25,"High-Income"
"3248",28," Private",13," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"3249",55," Private",11," Married"," Manual"," Husband"," White"," Male",45,"High-Income"
"3250",23," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3251",44," State-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"3252",55," Private",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3253",48," Self-Employed",10," Married"," Professional"," Husband"," White"," Male",35,"High-Income"
"3254",46," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3255",26," Private",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3256",30," Private",4," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",45,"Upper-Middle-Income"
"3257",32," Private",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3258",52," Private",9," Married"," Professional"," Husband"," White"," Male",48,"High-Income"
"3259",52," Private",9," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"3260",39," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Female",47,"High-Income"
"3261",21," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"3262",22," State-gov",10," Not-Married"," Service"," Own-child"," White"," Male",10,"High-Income"
"3263",26," Private",10," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3264",26," State-gov",10," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"3265",44," Private",11," Married"," Professional"," Husband"," Black"," Male",40,"High-Income"
"3266",42," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",30,"High-Income"
"3267",62," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"3268",45," Private",9," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3269",18," Private",7," Married"," Manual"," Own-child"," White"," Male",40,"High-Income"
"3270",33," Private",16," Not-Married"," Professional"," Not-in-family"," White"," Female",60,"High-Income"
"3271",20," Private",10," Not-Married"," Professional"," Own-child"," White"," Male",15,"High-Income"
"3272",68," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",20,"High-Income"
"3273",61," Private",4," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"3274",48," Private",16," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3275",36," Self-Employed",9," Married"," Sales"," Wife"," White"," Female",40,"High-Income"
"3276",32," Federal-gov",9," Not-Married"," Service"," Own-child"," Black"," Female",32,"High-Income"
"3277",35," Private",13," Not-Married"," Service"," Not-in-family"," White"," Female",40,"High-Income"
"3278",39," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3279",30," Private",10," Not-Married"," Sales"," Unmarried"," Black"," Female",16,"High-Income"
"3280",40," Private",13," Not-Married"," Other-Occupations"," Not-in-family"," White"," Male",45,"High-Income"
"3281",25," Private",10," Not-Married"," Admin"," Not-in-family"," Black"," Female",40,"Upper-Middle-Income"
"3282",41," Private",9," Not-Married"," Sales"," Not-in-family"," Black"," Female",60,"High-Income"
"3283",52," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",98,"High-Income"
"3284",33," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3285",28," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"3286",53," Private",10," Married"," Sales"," Husband"," White"," Male",55,"High-Income"
"3287",44," Private",2," Not-Married"," Service"," Own-child"," White"," Male",10,"High-Income"
"3288",35," Private",9," Not-Married"," Professional"," Unmarried"," White"," Female",40,"High-Income"
"3289",33," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Female",40,"High-Income"
"3290",24," State-gov",10," Married"," Admin"," Wife"," White"," Female",45,"High-Income"
"3291",65," Local-gov",9," Widowed"," Service"," Unmarried"," Black"," Female",25,"High-Income"
"3292",39," Self-Employed",15," Married"," Professional"," Husband"," White"," Male",65,"High-Income"
"3293",46," Local-gov",10," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"3294",37," Private",4," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"3295",62," Private",10," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"3296",54," Self-Employed",9," Married"," Sales"," Husband"," White"," Male",60,"High-Income"
"3297",90," Private",10," Not-Married"," Service"," Not-in-family"," Asian-Pac-Islander"," Male",35,"High-Income"
"3298",57," Private",10," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"3299",25," Private",12," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"3300",44," Self-Employed",10," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"3301",52," Private",13," Not-Married"," Service"," Not-in-family"," White"," Male",50,"High-Income"
"3302",21," Private",10," Not-Married"," Manual"," Own-child"," White"," Male",40,"High-Income"
"3303",31," Private",9," Not-Married"," Service"," Unmarried"," Black"," Male",18,"High-Income"
"3304",39," Private",14," Married"," Skilled-Manual"," Husband"," White"," Male",40,"Upper-Middle-Income"
"3305",29," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",55,"High-Income"
"3306",49," Private",4," Not-Married"," Professional"," Other-relative"," Black"," Male",45,"High-Income"
"3307",34," Private",5," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3308",32," Private",13," Married"," Sales"," Husband"," Other"," Male",40,"High-Income"
"3309",39," State-gov",9," Not-Married"," Service"," Unmarried"," Black"," Female",40,"High-Income"
"3310",46," Private",14," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"3311",50," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3312",34," Private",9," Not-Married"," Service"," Not-in-family"," White"," Male",40,"High-Income"
"3313",18," Private",8," Not-Married"," Sales"," Own-child"," White"," Female",24,"High-Income"
"3314",20," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Male",30,"High-Income"
"3315",20," Private",9," Not-Married"," Manual"," Other-relative"," White"," Female",40,"High-Income"
"3316",55," State-gov",11," Widowed"," Professional"," Not-in-family"," Amer-Indian-Eskimo"," Female",38,"High-Income"
"3317",22," Private",10," Not-Married"," Sales"," Own-child"," Black"," Female",40,"High-Income"
"3318",47," State-gov",10," Married"," Admin"," Wife"," White"," Female",30,"High-Income"
"3319",23," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",35,"High-Income"
"3320",57," Local-gov",9," Widowed"," Skilled-Manual"," Not-in-family"," White"," Female",40,"High-Income"
"3321",52," Private",7," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"3322",42," Private",4," Widowed"," Skilled-Manual"," Unmarried"," White"," Male",40,"High-Income"
"3323",25," Private",12," Not-Married"," Manual"," Own-child"," White"," Male",20,"High-Income"
"3324",41," Federal-gov",10," Not-Married"," Other-Occupations"," Own-child"," White"," Male",40,"High-Income"
"3325",40," State-gov",11," Married"," Service"," Husband"," Black"," Male",30,"High-Income"
"3326",57," Private",6," Not-Married"," Admin"," Other-relative"," White"," Female",70,"High-Income"
"3327",28," Private",9," Married"," Sales"," Husband"," White"," Male",60,"High-Income"
"3328",42," Private",9," Not-Married"," Sales"," Unmarried"," White"," Female",40,"High-Income"
"3329",28," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Male",55,"High-Income"
"3330",42," Private",9," Married"," Manual"," Husband"," White"," Male",48,"High-Income"
"3331",51," Self-Employed",10," Not-Married"," Sales"," Unmarried"," White"," Female",50,"High-Income"
"3332",41," Private",9," Not-Married"," Admin"," Unmarried"," White"," Female",43,"High-Income"
"3333",28," Private",13," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3334",54," Self-Employed",10," Not-Married"," Skilled-Manual"," Unmarried"," White"," Female",30,"High-Income"
"3335",49," Private",9," Married"," Admin"," Wife"," White"," Female",30,"High-Income"
"3336",47," Private",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3337",27," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",49,"High-Income"
"3338",32," Private",9," Married"," Admin"," Wife"," Black"," Female",40,"High-Income"
"3339",32," Local-gov",9," Married"," Service"," Husband"," White"," Male",41,"High-Income"
"3340",29," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3341",22," Private",11," Not-Married"," Professional"," Not-in-family"," White"," Male",30,"High-Income"
"3342",41," Federal-gov",9," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"3343",49," Local-gov",10," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3344",58," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"3345",41," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3346",26," Private",5," Married"," Skilled-Manual"," Husband"," White"," Male",35,"High-Income"
"3347",21," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Male",55,"High-Income"
"3348",37," Private",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3349",23," Private",13," Not-Married"," Sales"," Own-child"," White"," Male",20,"High-Income"
"3350",42," Self-Employed",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3351",25," Private",9," Married"," Sales"," Own-child"," White"," Male",26,"High-Income"
"3352",67," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"3353",41," Local-gov",9," Not-Married"," Skilled-Manual"," Not-in-family"," Black"," Female",38,"High-Income"
"3354",18," Private",7," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",35,"High-Income"
"3355",25," Private",3," Married"," Manual"," Own-child"," White"," Male",40,"High-Income"
"3356",38," Private",16," Married"," Professional"," Wife"," White"," Female",36,"High-Income"
"3357",65," Self-Employed",13," Married"," Sales"," Husband"," White"," Male",15,"High-Income"
"3358",66," Private",11," Widowed"," Professional"," Not-in-family"," White"," Female",35,"High-Income"
"3359",27," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3360",17," Private",8," Not-Married"," Service"," Own-child"," White"," Female",16,"High-Income"
"3361",32," Private",13," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"3362",43," Local-gov",10," Not-Married"," Admin"," Unmarried"," White"," Female",40,"High-Income"
"3363",63," Private",13," Married"," Sales"," Husband"," White"," Male",35,"High-Income"
"3364",42," Private",12," Not-Married"," Admin"," Unmarried"," White"," Female",40,"High-Income"
"3365",43," Federal-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"3366",17," Private",6," Not-Married"," Professional"," Own-child"," White"," Male",20,"High-Income"
"3367",30," Self-Employed",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3368",30," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"Lower-Middle-Income"
"3369",28," Private",9," Not-Married"," Service"," Unmarried"," Black"," Female",52,"High-Income"
"3370",24," Private",10," Not-Married"," Sales"," Other-relative"," Black"," Female",40,"High-Income"
"3371",47," Private",6," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3372",34," Self-Employed",11," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",50,"High-Income"
"3373",26," Private",10," Not-Married"," Sales"," Other-relative"," White"," Female",20,"High-Income"
"3374",25," Private",11," Married"," Professional"," Husband"," White"," Male",75,"High-Income"
"3375",28," Private",13," Not-Married"," Sales"," Not-in-family"," White"," Male",45,"High-Income"
"3376",36," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Female",40,"High-Income"
"3377",24," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"3378",51," Self-Employed",13," Married"," Professional"," Wife"," Asian-Pac-Islander"," Female",35,"High-Income"
"3379",18," Private",8," Not-Married"," Admin"," Own-child"," White"," Male",12,"High-Income"
"3380",54," Federal-gov",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3381",51," Private",13," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"3382",43," Private",4," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3383",50," Local-gov",9," Married"," Professional"," Wife"," Black"," Female",40,"High-Income"
"3384",24," Private",10," Married"," Manual"," Husband"," White"," Male",30,"High-Income"
"3385",20," State-gov",10," Married"," Service"," Husband"," White"," Male",20,"High-Income"
"3386",57," Local-gov",4," Not-Married"," Service"," Not-in-family"," White"," Male",40,"High-Income"
"3387",49," Self-Employed",10," Married"," Sales"," Husband"," White"," Male",60,"High-Income"
"3388",22," Private",7," Not-Married"," Sales"," Not-in-family"," White"," Female",40,"High-Income"
"3389",38," Private",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3390",39," Federal-gov",13," Married"," Other-Occupations"," Husband"," White"," Male",60,"High-Income"
"3391",52," Self-Employed",10," Not-Married"," Professional"," Own-child"," White"," Female",35,"High-Income"
"3392",35," State-gov",10," Married"," Professional"," Husband"," White"," Male",80,"High-Income"
"3393",50," Private",11," Not-Married"," Professional"," Unmarried"," White"," Female",40,"High-Income"
"3394",58," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",25,"High-Income"
"3395",48," Federal-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Male",45,"High-Income"
"3396",18," Private",7," Not-Married"," Manual"," Own-child"," White"," Male",12,"High-Income"
"3397",29," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3398",52," Self-Employed",10," Married"," Sales"," Husband"," White"," Male",45,"High-Income"
"3399",63," Private",9," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"3400",36," Local-gov",14," Married"," Professional"," Wife"," White"," Female",40,"High-Income"
"3401",30," Local-gov",12," Not-Married"," Other-Occupations"," Not-in-family"," Black"," Male",40,"High-Income"
"3402",23," Private",9," Married"," Manual"," Husband"," Other"," Male",40,"Upper-Middle-Income"
"3403",21," Private",13," Not-Married"," Service"," Own-child"," White"," Female",20,"High-Income"
"3404",18," Private",7," Not-Married"," Service"," Own-child"," White"," Male",20,"High-Income"
"3405",21," Private",10," Not-Married"," Admin"," Own-child"," White"," Female",15,"High-Income"
"3406",42," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"3407",21," Private",10," Not-Married"," Service"," Own-child"," White"," Female",30,"High-Income"
"3408",51," Private",10," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"3409",27," Federal-gov",13," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"3410",23," Self-Employed",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"3411",22," State-gov",13," Not-Married"," Professional"," Own-child"," White"," Female",12,"High-Income"
"3412",59," Private",5," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"3413",20," Private",9," Not-Married"," Skilled-Manual"," Other-relative"," White"," Male",40,"High-Income"
"3414",90," Private",5," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"3415",35," Private",11," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"3416",50," Private",9," Married"," Other-Occupations"," Husband"," White"," Male",38,"High-Income"
"3417",45," Private",16," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3418",44," Private",14," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3419",23," Private",12," Not-Married"," Professional"," Own-child"," White"," Male",40,"High-Income"
"3420",23," Self-Employed",13," Not-Married"," Sales"," Not-in-family"," White"," Female",43,"High-Income"
"3421",19," Private",10," Not-Married"," Manual"," Not-in-family"," White"," Male",55,"High-Income"
"3422",44," Private",10," Not-Married"," Sales"," Own-child"," White"," Male",50,"High-Income"
"3423",31," Self-Employed",10," Married"," Admin"," Wife"," White"," Female",20,"High-Income"
"3424",25," Private",5," Not-Married"," Manual"," Other-relative"," White"," Male",40,"Lower-Middle-Income"
"3425",33," Private",13," Married"," Professional"," Wife"," White"," Female",32,"High-Income"
"3426",32," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",60,"High-Income"
"3427",80," Private",14," Widowed"," Professional"," Not-in-family"," White"," Female",10,"High-Income"
"3428",21," Private",10," Not-Married"," Sales"," Own-child"," White"," Female",8,"High-Income"
"3429",30," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3430",49," Private",4," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3431",33," Private",9," Married"," Admin"," Wife"," White"," Female",25,"High-Income"
"3432",41," Private",9," Not-Married"," Manual"," Unmarried"," White"," Male",55,"High-Income"
"3433",57," Private",13," Married"," Manual"," Husband"," White"," Male",40,"Upper-Middle-Income"
"3434",19," Private",10," Not-Married"," Service"," Own-child"," White"," Female",40,"High-Income"
"3435",28," Private",13," Not-Married"," Professional"," Own-child"," White"," Female",45,"High-Income"
"3436",29," Self-Employed",10," Married"," Skilled-Manual"," Husband"," White"," Male",55,"High-Income"
"3437",26," Private",10," Not-Married"," Service"," Own-child"," White"," Male",20,"High-Income"
"3438",28," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3439",25," Self-Employed",13," Not-Married"," Admin"," Not-in-family"," Black"," Female",20,"High-Income"
"3440",42," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"3441",32," Private",12," Not-Married"," Admin"," Own-child"," White"," Male",30,"High-Income"
"3442",39," Local-gov",9," Married"," Other-Occupations"," Husband"," White"," Male",56,"High-Income"
"3443",49," Private",13," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3444",19," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Female",40,"High-Income"
"3445",40," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Female",40,"High-Income"
"3446",59," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",48,"High-Income"
"3447",27," Private",13," Not-Married"," Professional"," Own-child"," White"," Male",40,"High-Income"
"3448",58," Private",13," Married"," Service"," Husband"," Asian-Pac-Islander"," Male",40," ?"
"3449",53," Private",13," Not-Married"," Professional"," Own-child"," White"," Male",40,"Upper-Middle-Income"
"3450",23," Private",9," Not-Married"," Manual"," Own-child"," White"," Male",25,"High-Income"
"3451",35," Private",7," Not-Married"," Manual"," Other-relative"," White"," Male",40,"High-Income"
"3452",49," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3453",49," Private",12," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"3454",25," Private",8," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3455",47," Private",14," Not-Married"," Professional"," Unmarried"," White"," Female",50,"High-Income"
"3456",28," Private",12," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"3457",20," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Female",30,"High-Income"
"3458",19," Private",9," Not-Married"," Manual"," Own-child"," White"," Male",24,"High-Income"
"3459",28," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3460",31," Private",10," Not-Married"," Admin"," Unmarried"," Black"," Female",40,"High-Income"
"3461",30," Private",11," Married"," Manual"," Husband"," White"," Male",53,"High-Income"
"3462",23," Private",13," Not-Married"," Service"," Own-child"," White"," Male",40,"High-Income"
"3463",25," Private",13," Married"," Professional"," Wife"," White"," Female",30,"High-Income"
"3464",19," Private",9," Not-Married"," Service"," Own-child"," White"," Male",30,"High-Income"
"3465",30," Private",14," Not-Married"," Professional"," Not-in-family"," White"," Male",45,"High-Income"
"3466",26," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",35,"High-Income"
"3467",34," Local-gov",9," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"3468",49," Private",13," Not-Married"," Professional"," Unmarried"," Black"," Female",40,"High-Income"
"3469",35," Private",10," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3470",38," Private",9," Not-Married"," Sales"," Own-child"," White"," Female",40,"High-Income"
"3471",36," Private",9," Married"," Manual"," Husband"," Black"," Male",20,"High-Income"
"3472",33," Private",9," Married"," Professional"," Husband"," Amer-Indian-Eskimo"," Male",48,"High-Income"
"3473",54," Private",10," Not-Married"," Service"," Not-in-family"," White"," Female",40,"High-Income"
"3474",19," Local-gov",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"3475",43," Self-Employed",9," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"3476",25," Private",13," Not-Married"," Professional"," Own-child"," White"," Male",70,"High-Income"
"3477",17," Private",6," Not-Married"," Sales"," Own-child"," White"," Male",20,"High-Income"
"3478",41," Self-Employed",13," Married"," Sales"," Husband"," White"," Male",60,"High-Income"
"3479",30," Private",10," Married"," Skilled-Manual"," Husband"," Black"," Male",35,"High-Income"
"3480",90," Local-gov",14," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"3481",25," Private",9," Not-Married"," Other-Occupations"," Other-relative"," White"," Male",40,"High-Income"
"3482",27," Private",11," Married"," Sales"," Husband"," White"," Male",35,"High-Income"
"3483",31," Federal-gov",13," Not-Married"," Professional"," Not-in-family"," Black"," Female",40,"High-Income"
"3484",43," Private",11," Married"," Skilled-Manual"," Husband"," White"," Male",99,"High-Income"
"3485",63," Private",14," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"3486",46," Private",4," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3487",59," Private",9," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"3488",42," Private",13," Married"," Professional"," Wife"," Black"," Female",50,"High-Income"
"3489",26," Private",13," Not-Married"," Admin"," Not-in-family"," White"," Female",20,"High-Income"
"3490",23," State-gov",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3491",24," Private",9," Married"," Admin"," Wife"," White"," Female",40,"High-Income"
"3492",35," Private",13," Not-Married"," Professional"," Unmarried"," White"," Male",40,"High-Income"
"3493",31," Private",8," Not-Married"," Service"," Unmarried"," White"," Female",21,"High-Income"
"3494",31," Private",9," Married"," Manual"," Wife"," White"," Female",55,"High-Income"
"3495",63," Private",13," Widowed"," Admin"," Not-in-family"," White"," Female",25,"High-Income"
"3496",29," State-gov",11," Not-Married"," Professional"," Not-in-family"," White"," Female",64,"High-Income"
"3497",22," Private",13," Not-Married"," Admin"," Not-in-family"," Asian-Pac-Islander"," Female",10,"Low-Income"
"3498",17," Private",7," Not-Married"," Service"," Own-child"," White"," Male",25,"High-Income"
"3499",32," Private",9," Not-Married"," Service"," Unmarried"," Other"," Female",28,"High-Income"
"3500",50," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"3501",26," Local-gov",14," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"3502",32," Private",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3503",29," Private",11," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"3504",90," Private",14," Not-Married"," Professional"," Not-in-family"," Black"," Male",50,"High-Income"
"3505",35," Private",11," Not-Married"," Professional"," Unmarried"," White"," Female",40,"High-Income"
"3506",31," Self-Employed",10," Married"," Sales"," Husband"," Black"," Male",60,"High-Income"
"3507",71," Local-gov",14," Widowed"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"3508",22," Private",11," Not-Married"," Service"," Own-child"," White"," Male",30,"High-Income"
"3509",50," Local-gov",9," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"3510",23," Private",9," Not-Married"," Admin"," Own-child"," Asian-Pac-Islander"," Female",40,"Low-Income"
"3511",74," Private",9," Married"," Service"," Husband"," White"," Male",30,"High-Income"
"3512",67," Private",10," Married"," Sales"," Husband"," White"," Male",70,"High-Income"
"3513",59," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",43,"High-Income"
"3514",28," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3515",45," Private",9," Married"," Skilled-Manual"," Husband"," Amer-Indian-Eskimo"," Male",40,"High-Income"
"3516",63," Self-Employed",10," Married"," Skilled-Manual"," Husband"," White"," Male",20,"High-Income"
"3517",39," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",63,"High-Income"
"3518",33," State-gov",10," Not-Married"," Service"," Unmarried"," Black"," Female",40,"High-Income"
"3519",32," Private",13," Not-Married"," Service"," Not-in-family"," Asian-Pac-Islander"," Male",40," ?"
"3520",34," Private",13," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"3521",39," Private",9," Not-Married"," Manual"," Other-relative"," White"," Male",40,"High-Income"
"3522",29," State-gov",14," Married"," Admin"," Husband"," White"," Male",36,"High-Income"
"3523",22," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3524",46," Private",11," Married"," Skilled-Manual"," Husband"," White"," Male",42,"High-Income"
"3525",44," Private",15," Not-Married"," Professional"," Not-in-family"," White"," Female",99,"High-Income"
"3526",56," State-gov",9," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
