"","Age","WorkType","EducationNum","MaritalStatus","Occupation","Relationship","Race","Sex","HoursPerWeek","NativeCountry"
"2080",71," Private",13," Not-Married"," Professional"," Own-child"," White"," Female",16,"High-Income"
"2081",35," Private",10," Not-Married"," Service"," Not-in-family"," White"," Female",65,"High-Income"
"2082",37," Self-Employed",10," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2083",35," Private",9," Not-Married"," Service"," Unmarried"," White"," Female",30,"High-Income"
"2084",29," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"2085",22," Private",10," Not-Married"," Skilled-Manual"," Other-relative"," Asian-Pac-Islander"," Female",40,"Low-Income"
"2086",26," Self-Employed",9," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"2087",36," Private",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2088",43," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2089",28," State-gov",13," Not-Married"," Professional"," Own-child"," Asian-Pac-Islander"," Male",20,"High-Income"
"2090",43," Private",6," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"2091",65," Private",6," Married"," Manual"," Husband"," White"," Male",22,"High-Income"
"2092",24," Private",9," Married"," Manual"," Husband"," White"," Male",50,"High-Income"
"2093",57," Self-Employed",6," Married"," Skilled-Manual"," Husband"," White"," Male",8,"High-Income"
"2094",19," Private",8," Not-Married"," Manual"," Own-child"," Amer-Indian-Eskimo"," Male",20,"High-Income"
"2095",30," Private",7," Married"," Manual"," Husband"," White"," Male",50,"High-Income"
"2096",51," Private",10," Widowed"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"2097",61," Private",7," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"2098",28," State-gov",10," Not-Married"," Professional"," Own-child"," White"," Male",40,"High-Income"
"2099",57," Private",3," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"2100",35," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"2101",21," Private",13," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2102",31," Private",2," Married"," Skilled-Manual"," Husband"," White"," Male",45,"Upper-Middle-Income"
"2103",60," Federal-gov",10," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"2104",19," Private",10," Not-Married"," Admin"," Own-child"," White"," Female",38,"High-Income"
"2105",46," Private",4," Not-Married"," Manual"," Not-in-family"," White"," Male",50,"High-Income"
"2106",37," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2107",34," Private",9," Married"," Admin"," Wife"," White"," Female",20,"High-Income"
"2108",52," Private",9," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"2109",28," State-gov",13," Married"," Other-Occupations"," Husband"," White"," Male",50,"High-Income"
"2110",30," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"2111",35," Private",12," Not-Married"," Service"," Unmarried"," White"," Female",50,"High-Income"
"2112",33," State-gov",16," Married"," Professional"," Wife"," White"," Female",48,"High-Income"
"2113",17," Private",6," Not-Married"," Service"," Own-child"," White"," Male",18,"High-Income"
"2114",41," Private",10," Not-Married"," Service"," Not-in-family"," White"," Male",21,"High-Income"
"2115",29," Private",11," Married"," Manual"," Husband"," White"," Male",48,"High-Income"
"2116",34," Private",9," Married"," Service"," Husband"," White"," Male",45,"High-Income"
"2117",37," Federal-gov",10," Not-Married"," Admin"," Unmarried"," Black"," Female",40,"High-Income"
"2118",23," Private",13," Not-Married"," Professional"," Own-child"," White"," Male",40,"High-Income"
"2119",57," Private",2," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"2120",25," Local-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Female",20,"High-Income"
"2121",50," Self-Employed",10," Not-Married"," Other-Occupations"," Not-in-family"," White"," Male",40,"High-Income"
"2122",51," Private",13," Married"," Professional"," Husband"," Amer-Indian-Eskimo"," Male",40,"High-Income"
"2123",63," Federal-gov",9," Widowed"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"2124",38," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2125",29," Private",7," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"2126",28," Private",7," Not-Married"," Admin"," Not-in-family"," White"," Male",40,"High-Income"
"2127",47," State-gov",14," Married"," Professional"," Husband"," White"," Male",47,"High-Income"
"2128",50," Private",10," Married"," Admin"," Husband"," White"," Male",45,"High-Income"
"2129",26," State-gov",9," Not-Married"," Other-Occupations"," Not-in-family"," White"," Male",40,"High-Income"
"2130",44," Private",10," Not-Married"," Admin"," Unmarried"," White"," Female",40,"High-Income"
"2131",36," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"2132",35," Private",10," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"2133",55," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Female",40,"High-Income"
"2134",31," Private",3," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",25,"Upper-Middle-Income"
"2135",45," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",30,"High-Income"
"2136",32," Private",14," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"2137",53," Private",10," Widowed"," Professional"," Unmarried"," White"," Female",40,"High-Income"
"2138",52," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",38,"High-Income"
"2139",45," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",51,"High-Income"
"2140",29," Private",10," Not-Married"," Professional"," Other-relative"," White"," Female",40,"High-Income"
"2141",25," Private",6," Not-Married"," Service"," Own-child"," White"," Female",25,"High-Income"
"2142",42," Local-gov",12," Married"," Professional"," Wife"," White"," Female",45,"High-Income"
"2143",36," Local-gov",14," Not-Married"," Professional"," Not-in-family"," Black"," Female",40,"High-Income"
"2144",21," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Male",35,"High-Income"
"2145",29," Private",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2146",30," Private",13," Married"," Professional"," Wife"," White"," Female",50,"High-Income"
"2147",36," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"2148",57," Self-Employed",9," Married"," Sales"," Husband"," White"," Male",45,"High-Income"
"2149",43," State-gov",15," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2150",49," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"2151",37," Federal-gov",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2152",23," Private",10," Not-Married"," Service"," Not-in-family"," White"," Female",28,"High-Income"
"2153",27," Private",10," Not-Married"," Manual"," Not-in-family"," White"," Female",40,"High-Income"
"2154",58," Private",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2155",54," Self-Employed",4," Married"," Manual"," Husband"," White"," Male",50,"High-Income"
"2156",35," Self-Employed",10," Married"," Service"," Husband"," White"," Male",60,"High-Income"
"2157",29," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2158",56," Private",11," Married"," Skilled-Manual"," Husband"," Black"," Male",40,"High-Income"
"2159",46," Private",13," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Female",40,"High-Income"
"2160",27," Private",9," Not-Married"," Manual"," Own-child"," Black"," Female",40,"High-Income"
"2161",65," Self-Employed",6," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2162",31," Private",6," Not-Married"," Service"," Not-in-family"," White"," Male",40,"High-Income"
"2163",80," Private",11," Married"," Skilled-Manual"," Husband"," White"," Male",24,"High-Income"
"2164",32," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2165",34," Private",10," Married"," Service"," Husband"," White"," Male",62,"Upper-Middle-Income"
"2166",44," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"2167",63," Local-gov",9," Married"," Professional"," Husband"," White"," Male",55,"High-Income"
"2168",25," Private",13," Not-Married"," Professional"," Own-child"," White"," Female",15,"High-Income"
"2169",52," Private",10," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"2170",25," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"2171",26," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"2172",34," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"2173",39," Private",9," Not-Married"," Manual"," Unmarried"," White"," Female",24,"High-Income"
"2174",37," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",80,"High-Income"
"2175",46," Private",11," Married"," Skilled-Manual"," Husband"," Amer-Indian-Eskimo"," Male",60,"High-Income"
"2176",22," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",25,"High-Income"
"2177",43," State-gov",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2178",27," Private",13," Not-Married"," Sales"," Own-child"," White"," Male",40,"High-Income"
"2179",28," Private",9," Not-Married"," Service"," Unmarried"," White"," Female",28,"High-Income"
"2180",17," Private",6," Not-Married"," Service"," Own-child"," Black"," Male",15,"High-Income"
"2181",33," Private",15," Not-Married"," Professional"," Own-child"," White"," Male",42,"High-Income"
"2182",29," Private",11," Not-Married"," Sales"," Not-in-family"," Black"," Male",45,"High-Income"
"2183",30," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Male",50,"High-Income"
"2184",40," State-gov",14," Married"," Professional"," Wife"," White"," Female",37,"High-Income"
"2185",23," Private",11," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2186",29," Private",9," Married"," Admin"," Wife"," White"," Female",40,"High-Income"
"2187",37," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"2188",49," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"2189",42," Private",10," Married"," Manual"," Husband"," White"," Male",60,"High-Income"
"2190",18," Private",8," Not-Married"," Sales"," Own-child"," White"," Female",8,"High-Income"
"2191",34," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"2192",31," Federal-gov",12," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2193",30," Private",9," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2194",44," Private",9," Married"," Admin"," Wife"," White"," Female",30,"High-Income"
"2195",43," Private",4," Not-Married"," Skilled-Manual"," Not-in-family"," Black"," Male",40,"High-Income"
"2196",37," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",5,"High-Income"
"2197",44," Private",9," Married"," Professional"," Wife"," White"," Female",40,"High-Income"
"2198",61," Private",4," Married"," Skilled-Manual"," Husband"," Black"," Male",40,"High-Income"
"2199",21," Private",9," Not-Married"," Service"," Not-in-family"," White"," Male",35,"High-Income"
"2200",30," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",72,"High-Income"
"2201",59," Private",7," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2202",28," Private",10," Not-Married"," Skilled-Manual"," Not-in-family"," Black"," Male",40,"High-Income"
"2203",40," Private",15," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2204",18," Private",8," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",10,"High-Income"
"2205",45," Private",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2206",21," Private",9," Not-Married"," Admin"," Own-child"," White"," Female",40,"High-Income"
"2207",30," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"2208",60," Local-gov",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2209",46," Private",9," Not-Married"," Admin"," Unmarried"," White"," Female",40,"High-Income"
"2210",61," Self-Employed",9," Widowed"," Service"," Other-relative"," White"," Female",40,"High-Income"
"2211",43," Private",11," Not-Married"," Professional"," Not-in-family"," White"," Male",48,"High-Income"
"2212",26," Private",13," Not-Married"," Professional"," Own-child"," White"," Female",40,"High-Income"
"2213",48," Private",9," Widowed"," Manual"," Not-in-family"," White"," Female",48,"High-Income"
"2214",22," Private",10," Not-Married"," Sales"," Own-child"," White"," Female",15,"High-Income"
"2215",51," Private",4," Widowed"," Manual"," Not-in-family"," Amer-Indian-Eskimo"," Female",40,"High-Income"
"2216",48," Private",2," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"2217",49," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2218",17," Private",6," Not-Married"," Service"," Own-child"," White"," Male",24,"High-Income"
"2219",23," Private",5," Not-Married"," Manual"," Other-relative"," White"," Female",40,"Upper-Middle-Income"
"2220",33," Private",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2221",59," Self-Employed",7," Married"," Skilled-Manual"," Husband"," White"," Male",20,"High-Income"
"2222",26," Private",12," Not-Married"," Service"," Not-in-family"," White"," Male",40,"High-Income"
"2223",43," Private",9," Married"," Sales"," Husband"," White"," Male",45,"High-Income"
"2224",36," Private",9," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"2225",68," Private",9," Married"," Other-Occupations"," Husband"," White"," Male",24,"High-Income"
"2226",40," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2227",33," Private",13," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"2228",46," Private",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2229",22," Private",10," Not-Married"," Manual"," Own-child"," White"," Male",30,"High-Income"
"2230",25," Self-Employed",9," Not-Married"," Service"," Other-relative"," White"," Male",32,"High-Income"
"2231",23," Private",10," Not-Married"," Service"," Not-in-family"," White"," Female",50,"High-Income"
"2232",34," Private",15," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2233",32," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"2234",23," Private",13," Not-Married"," Sales"," Own-child"," Asian-Pac-Islander"," Male",40,"High-Income"
"2235",31," Private",9," Married"," Admin"," Wife"," White"," Female",27,"High-Income"
"2236",77," Self-Employed",4," Not-Married"," Admin"," Not-in-family"," White"," Male",20,"High-Income"
"2237",42," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"2238",45," Private",9," Not-Married"," Skilled-Manual"," Other-relative"," Black"," Male",40,"High-Income"
"2239",40," Private",12," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2240",51," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"2241",59," Private",9," Widowed"," Professional"," Not-in-family"," White"," Female",18,"High-Income"
"2242",20," Private",10," Not-Married"," Sales"," Own-child"," White"," Male",16,"High-Income"
"2243",19," Private",10," Not-Married"," Service"," Own-child"," White"," Female",25,"High-Income"
"2244",59," Local-gov",14," Widowed"," Professional"," Unmarried"," White"," Female",60,"High-Income"
"2245",32," Private",9," Married"," Professional"," Wife"," White"," Female",50,"High-Income"
"2246",38," Private",9," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"2247",42," Private",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2248",48," Private",12," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2249",33," Private",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2250",46," Private",13," Not-Married"," Professional"," Not-in-family"," Black"," Female",40,"High-Income"
"2251",19," Private",9," Not-Married"," Service"," Own-child"," White"," Female",20,"High-Income"
"2252",32," Private",9," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"2253",42," Private",14," Not-Married"," Professional"," Not-in-family"," White"," Female",50,"High-Income"
"2254",40," Private",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2255",44," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Female",40,"High-Income"
"2256",29," Private",12," Not-Married"," Professional"," Not-in-family"," White"," Female",36,"High-Income"
"2257",39," Private",15," Married"," Professional"," Husband"," White"," Male",55,"High-Income"
"2258",35," Private",9," Not-Married"," Manual"," Other-relative"," White"," Male",40,"Upper-Middle-Income"
"2259",32," Private",13," Married"," Skilled-Manual"," Husband"," White"," Male",44,"High-Income"
"2260",37," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2261",25," Private",13," Not-Married"," Admin"," Own-child"," White"," Female",40,"High-Income"
"2262",41," Federal-gov",11," Not-Married"," Admin"," Own-child"," Black"," Female",40,"High-Income"
"2263",31," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2264",24," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",65,"High-Income"
"2265",37," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",30,"High-Income"
"2266",29," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2267",33," Private",11," Married"," Admin"," Wife"," Black"," Female",40,"High-Income"
"2268",32," Local-gov",14," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"2269",26," Private",13," Not-Married"," Admin"," Own-child"," White"," Female",40,"Upper-Middle-Income"
"2270",50," Private",11," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2271",57," Federal-gov",9," Married"," Skilled-Manual"," Husband"," Black"," Male",40,"High-Income"
"2272",51," Private",9," Married"," Admin"," Wife"," White"," Female",40,"High-Income"
"2273",50," Local-gov",14," Married"," Professional"," Wife"," White"," Female",40,"High-Income"
"2274",23," Private",9," Not-Married"," Manual"," Own-child"," White"," Male",30,"High-Income"
"2275",39," Local-gov",6," Not-Married"," Manual"," Own-child"," Black"," Male",40,"High-Income"
"2276",29," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"2277",19," Private",8," Not-Married"," Professional"," Own-child"," White"," Female",40,"High-Income"
"2278",31," Private",9," Not-Married"," Skilled-Manual"," Unmarried"," White"," Female",40,"Upper-Middle-Income"
"2279",45," Private",12," Widowed"," Sales"," Unmarried"," White"," Female",40,"Upper-Middle-Income"
"2280",68," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2281",24," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2282",59," Self-Employed",9," Not-Married"," Professional"," Not-in-family"," White"," Male",60,"High-Income"
"2283",63," Private",5," Married"," Skilled-Manual"," Husband"," White"," Male",16,"High-Income"
"2284",25," Private",13," Not-Married"," Professional"," Own-child"," White"," Male",40,"High-Income"
"2285",41," Private",12," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"2286",54," Private",14," Married"," Professional"," Husband"," Asian-Pac-Islander"," Male",40,"Lower-Middle-Income"
"2287",62," Self-Employed",8," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2288",22," Private",10," Not-Married"," Admin"," Own-child"," White"," Female",40,"High-Income"
"2289",17," Private",6," Not-Married"," Service"," Own-child"," White"," Male",20,"High-Income"
"2290",21," Private",10," Not-Married"," Professional"," Own-child"," White"," Female",40,"High-Income"
"2291",43," Private",10," Not-Married"," Service"," Not-in-family"," White"," Male",45,"High-Income"
"2292",37," Private",10," Not-Married"," Professional"," Unmarried"," Black"," Female",40,"High-Income"
"2293",50," Private",9," Married"," Manual"," Husband"," Black"," Male",40,"High-Income"
"2294",65," Private",11," Married"," Skilled-Manual"," Husband"," White"," Male",20,"High-Income"
"2295",37," Private",10," Not-Married"," Admin"," Unmarried"," White"," Female",25,"High-Income"
"2296",22," Private",6," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",30,"High-Income"
"2297",47," Private",9," Not-Married"," Admin"," Unmarried"," White"," Male",40,"Lower-Middle-Income"
"2298",40," Private",9," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"2299",22," Private",10," Not-Married"," Service"," Own-child"," White"," Male",16,"High-Income"
"2300",27," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"2301",28," Private",13," Not-Married"," Skilled-Manual"," Not-in-family"," Black"," Male",60,"High-Income"
"2302",69," Private",13," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2303",62," Self-Employed",9," Not-Married"," Service"," Unmarried"," White"," Female",6,"High-Income"
"2304",42," Self-Employed",13," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"2305",32," Private",13," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"2306",63," Self-Employed",14," Married"," Sales"," Husband"," White"," Male",68,"High-Income"
"2307",54," Self-Employed",4," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",45,"Upper-Middle-Income"
"2308",35," Private",14," Married"," Professional"," Husband"," Asian-Pac-Islander"," Male",50,"High-Income"
"2309",18," Self-Employed",7," Not-Married"," Service"," Own-child"," White"," Female",4,"High-Income"
"2310",33," Private",9," Not-Married"," Admin"," Other-relative"," White"," Female",40,"High-Income"
"2311",52," Local-gov",9," Married"," Service"," Wife"," Black"," Female",20,"High-Income"
"2312",51," State-gov",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2313",48," Private",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2314",21," Private",10," Not-Married"," Sales"," Own-child"," White"," Male",12,"High-Income"
"2315",66," Private",13," Married"," Professional"," Husband"," White"," Male",99,"High-Income"
"2316",54," Private",4," Widowed"," Service"," Unmarried"," White"," Male",30,"High-Income"
"2317",28," Local-gov",10," Not-Married"," Professional"," Own-child"," White"," Female",40,"High-Income"
"2318",25," State-gov",10," Married"," Professional"," Wife"," White"," Female",19,"High-Income"
"2319",45," Private",9," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"2320",38," Self-Employed",13," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"2321",41," Private",8," Not-Married"," Skilled-Manual"," Not-in-family"," Black"," Male",40,"High-Income"
"2322",55," Private",16," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"2323",29," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Female",40,"High-Income"
"2324",43," Private",13," Married"," Professional"," Husband"," White"," Male",24,"High-Income"
"2325",24," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," Black"," Male",40,"High-Income"
"2326",22," Private",9," Not-Married"," Sales"," Unmarried"," White"," Female",40,"Upper-Middle-Income"
"2327",21," Private",10," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2328",36," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",44,"High-Income"
"2329",49," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2330",35," Private",10," Not-Married"," Admin"," Unmarried"," White"," Female",40,"High-Income"
"2331",22," State-gov",10," Not-Married"," Professional"," Not-in-family"," White"," Male",10,"High-Income"
"2332",23," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"2333",24," Private",8," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2334",23," Private",10," Married"," Service"," Husband"," White"," Male",20,"High-Income"
"2335",44," Private",9," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"2336",35," Private",12," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"2337",21," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2338",47," Private",9," Not-Married"," Professional"," Unmarried"," Amer-Indian-Eskimo"," Female",40,"High-Income"
"2339",26," Private",13," Not-Married"," Professional"," Own-child"," Asian-Pac-Islander"," Female",40,"High-Income"
"2340",36," Private",14," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"2341",59," Self-Employed",10," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"2342",35," Self-Employed",9," Not-Married"," Skilled-Manual"," Not-in-family"," Black"," Male",40,"High-Income"
"2343",70," Private",13," Not-Married"," Admin"," Not-in-family"," White"," Male",40,"High-Income"
"2344",46," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"2345",20," Private",9," Not-Married"," Service"," Other-relative"," White"," Male",30,"High-Income"
"2346",26," Private",3," Married"," Manual"," Husband"," Other"," Male",40,"Upper-Middle-Income"
"2347",59," Private",12," Widowed"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"2348",45," Private",9," Married"," Service"," Husband"," Asian-Pac-Islander"," Male",40,"Lower-Middle-Income"
"2349",20," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",55,"High-Income"
"2350",38," Self-Employed",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",60,"High-Income"
"2351",49," Private",9," Married"," Sales"," Husband"," White"," Male",15,"Upper-Middle-Income"
"2352",70," Private",10," Widowed"," Sales"," Not-in-family"," White"," Female",34,"High-Income"
"2353",18," Private",7," Not-Married"," Sales"," Own-child"," White"," Male",16,"High-Income"
"2354",21," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Female",30,"High-Income"
"2355",36," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"2356",24," Private",13," Not-Married"," Manual"," Not-in-family"," Asian-Pac-Islander"," Male",45,"Lower-Middle-Income"
"2357",30," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",50,"High-Income"
"2358",25," Private",10," Not-Married"," Service"," Own-child"," White"," Female",40,"High-Income"
"2359",44," Private",3," Married"," Manual"," Husband"," Black"," Male",40,"High-Income"
"2360",50," Private",10," Not-Married"," Service"," Not-in-family"," White"," Male",45,"High-Income"
"2361",18," Private",9," Not-Married"," Service"," Not-in-family"," White"," Male",25,"High-Income"
"2362",41," Private",10," Not-Married"," Professional"," Unmarried"," Asian-Pac-Islander"," Female",40,"Lower-Middle-Income"
"2363",76," Private",9," Widowed"," Service"," Not-in-family"," White"," Male",17,"High-Income"
"2364",38," Self-Employed",10," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"2365",64," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"2366",48," Federal-gov",4," Not-Married"," Manual"," Unmarried"," White"," Male",40,"High-Income"
"2367",28," Private",12," Married"," Professional"," Wife"," White"," Female",40,"High-Income"
"2368",35," Private",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",45,"High-Income"
"2369",44," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",45,"High-Income"
"2370",35," Private",13," Not-Married"," Service"," Not-in-family"," White"," Male",37,"High-Income"
"2371",56," Local-gov",14," Married"," Professional"," Husband"," Black"," Male",40,"High-Income"
"2372",33," State-gov",16," Married"," Professional"," Husband"," Asian-Pac-Islander"," Male",50,"High-Income"
"2373",37," Self-Employed",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"2374",33," Private",7," Not-Married"," Sales"," Unmarried"," Black"," Female",17,"High-Income"
"2375",18," Private",10," Not-Married"," Service"," Own-child"," White"," Female",20,"High-Income"
"2376",21," Private",10," Not-Married"," Sales"," Own-child"," White"," Female",22,"High-Income"
"2377",37," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"2378",44," Private",14," Not-Married"," Professional"," Unmarried"," White"," Female",40,"High-Income"
"2379",66," Private",10," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"2380",17," Private",6," Not-Married"," Service"," Own-child"," White"," Male",20,"High-Income"
"2381",18," Private",10," Not-Married"," Service"," Own-child"," White"," Female",24,"High-Income"
"2382",48," Private",14," Married"," Professional"," Husband"," White"," Male",40,"Lower-Middle-Income"
"2383",63," Private",10," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"2384",20," Private",10," Not-Married"," Manual"," Own-child"," White"," Male",35,"High-Income"
"2385",44," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Male",55,"High-Income"
